newscan,angle,distance
0,328.90625,1138.0
0,331.40625,1317.5
0,341.375,3525.75
0,344.046875,3476.75
0,346.65625,3618.25
1,349.28125,4057.0
0,351.9375,4071.5
0,357.828125,1495.0
0,0.546875,1506.25
0,10.21875,0.0
0,12.859375,0.0
0,7.890625,3877.75
0,13.171875,3692.5
0,21.0,5790.75
0,27.609375,921.75
0,30.328125,907.25
0,33.078125,877.75
0,35.640625,902.5
0,38.328125,903.25
0,40.890625,938.25
0,43.46875,949.25
0,46.0625,1035.5
0,55.328125,0.0
0,57.96875,0.0
0,53.0625,3343.0
0,55.71875,3272.0
0,58.40625,3218.25
0,60.9375,3165.0
0,63.578125,3137.25
0,66.21875,3103.5
0,68.828125,3196.25
0,71.46875,3178.75
0,74.140625,3164.0
0,76.78125,3154.75
0,79.40625,3156.25
0,82.0625,3165.0
0,84.796875,3191.5
0,87.46875,3211.0
0,90.109375,3240.25
0,92.75,3270.0
0,95.421875,3321.75
0,98.0625,3379.5
0,100.78125,2967.0
0,103.453125,2715.75
0,106.15625,2571.25
0,108.734375,2341.0
0,111.40625,2218.0
0,114.125,1963.5
0,116.875,1794.0
0,119.484375,1816.75
0,122.21875,1642.25
0,124.921875,1585.0
0,127.578125,1548.0
0,130.21875,1515.75
0,255.109375,355.75
0,263.109375,361.75
0,265.8125,363.75
0,268.203125,366.75
0,271.015625,370.25
0,273.359375,374.75
0,276.125,380.0
0,278.6875,386.0
0,281.125,393.25
0,283.875,401.5
0,286.203125,411.5
0,289.171875,400.5
0,296.109375,0.0
0,298.765625,0.0
0,296.078125,540.75
0,298.65625,560.5
0,301.0,583.5
0,303.484375,610.5
0,305.96875,640.25
0,308.65625,675.0
0,311.015625,714.5
0,313.578125,760.5
0,316.0625,815.75
0,318.609375,880.25
0,321.078125,958.25
0,323.765625,1059.75
0,326.3125,1134.0
0,328.984375,1138.75
0,331.4375,1326.5
0,341.328125,3529.75
0,343.984375,3479.75
0,346.59375,3613.75
1,349.171875,4051.5
0,351.8125,4070.75
0,357.71875,1490.75
0,0.296875,1503.5
0,10.015625,0.0
0,12.65625,0.0
0,7.6875,3875.5
0,18.03125,6306.25
0,20.703125,5848.0
0,24.65625,954.75
0,27.296875,922.25
0,30.015625,907.0
0,32.71875,877.75
0,35.28125,899.25
0,37.953125,902.5
0,40.5,932.75
0,43.0625,943.25
0,45.59375,1019.25
0,54.828125,0.0
0,57.46875,0.0
0,52.515625,3495.0
0,55.171875,3283.0
0,57.828125,3237.75
0,60.328125,3180.0
0,62.953125,3139.5
0,65.59375,3105.75
0,68.171875,3207.25
0,70.796875,3187.75
0,73.4375,3160.75
0,76.0625,3161.25
0,78.6875,3154.75
0,81.296875,3162.25
0,84.015625,3187.75
0,86.6875,3198.5
0,89.3125,3224.0
0,91.921875,3269.5
0,94.5625,3306.75
0,97.1875,3353.5
0,99.8125,3274.5
0,102.53125,2800.5
0,105.203125,2575.75
0,107.78125,2417.0
0,110.4375,2222.0
0,113.109375,2074.75
0,115.78125,1860.0
0,118.453125,1781.5
0,121.15625,1711.25
0,123.828125,1600.5
0,126.390625,1614.25
0,129.109375,1515.25
0,255.625,359.75
0,260.578125,371.5
0,263.4375,362.25
0,265.96875,364.5
0,268.390625,367.75
0,271.046875,370.5
0,273.5,375.0
0,276.1875,380.5
0,278.65625,386.5
0,281.296875,393.75
0,283.921875,402.0
0,286.71875,411.5
0,289.125,401.0
0,296.1875,0.0
0,298.796875,0.0
0,296.171875,541.25
0,298.546875,560.75
0,300.984375,583.5
0,303.4375,610.25
0,306.0,639.0
0,308.578125,673.75
0,310.96875,713.5
0,313.484375,758.5
0,315.984375,812.0
0,318.5,876.0
0,320.953125,952.25
0,323.53125,1052.5
