newscan,angle,distant,quality
0,188.65625,1235.5,24
0,190.109375,1245.75,20
0,191.453125,1256.25,20
0,192.828125,1267.25,28
0,194.21875,1277.25,29
0,195.65625,1288.0,29
0,197.0,1298.5,29
0,198.390625,1312.0,29
0,199.703125,1323.25,29
0,201.09375,1341.0,26
0,202.46875,1358.0,22
0,204.046875,1374.0,27
0,205.421875,1396.25,28
0,206.765625,1418.5,28
0,208.15625,1438.75,23
0,209.5625,1464.25,23
0,212.265625,1547.75,29
0,213.65625,1572.75,29
0,215.0625,1609.75,28
0,216.40625,1640.5,25
0,217.8125,1679.5,27
0,219.171875,1723.25,28
0,220.546875,1764.25,25
0,221.9375,1811.25,26
0,223.296875,1859.0,26
0,224.6875,1908.25,25
0,226.0625,1963.0,24
0,231.5625,2339.5,18
0,232.921875,2433.75,19
0,234.328125,2533.25,20
0,235.671875,2641.0,19
0,237.078125,2764.5,16
0,241.25,2952.0,25
0,242.625,2917.5,26
0,244.046875,2892.25,27
0,245.453125,2865.5,23
0,246.859375,2847.25,26
0,248.265625,2823.25,26
0,249.65625,2804.25,26
0,251.15625,2788.25,25
0,252.5625,2769.25,23
0,253.9375,2756.75,22
0,255.375,2747.25,22
0,256.75,2739.25,21
0,258.1875,2729.5,24
0,259.59375,2718.25,24
0,261.0,2714.75,24
0,262.375,2712.5,24
0,263.78125,2712.5,19
0,265.1875,2696.5,15
0,266.578125,2710.75,23
0,268.015625,2716.5,24
0,269.390625,2718.75,24
0,270.8125,2727.75,23
0,272.21875,2742.25,21
0,273.609375,2749.5,22
0,275.1875,2762.75,22
0,276.609375,2775.75,25
0,278.015625,2793.75,25
0,279.40625,2810.25,26
0,280.84375,2835.0,24
0,282.234375,2854.25,25
0,283.65625,2871.25,24
0,285.03125,2897.5,25
0,286.453125,2921.5,26
0,287.859375,2987.25,18
0,289.265625,3085.5,26
0,290.671875,3123.5,24
0,292.078125,3157.25,23
0,293.484375,3202.75,24
0,294.890625,3250.75,24
0,296.296875,3303.75,24
0,297.703125,3361.75,25
0,299.15625,3314.75,24
0,300.578125,3378.5,22
0,301.984375,3441.5,24
0,303.390625,3507.5,20
0,304.796875,3583.25,19
0,306.21875,3659.25,17
0,307.625,3751.25,19
0,309.0625,3450.5,20
0,310.484375,3371.0,24
0,311.9375,3291.75,24
0,313.359375,3223.25,24
0,314.78125,3168.0,20
0,316.203125,3102.25,24
0,317.609375,3030.25,22
0,319.0625,2977.0,22
0,320.46875,3015.0,16
0,346.515625,2425.5,10
0,347.953125,2425.0,10
0,349.390625,2420.75,11
1,350.8125,2415.25,13
0,352.25,2407.5,14
0,353.65625,2400.25,17
0,355.09375,2406.5,14
0,356.546875,2402.25,12
0,357.96875,2404.0,12
0,359.375,2408.75,14
0,0.8125,2422.0,9
0,2.234375,2426.75,10
0,5.015625,2913.75,27
0,6.4375,2925.5,27
0,7.859375,2949.25,25
